Season,FGM < 5FT,FGA < 5FT,FG% < 5FT,FGM 5-9FT,FGA 5-9FT,FG% 5-9FT,FGM 10-14FT,FGA 10-14FT,FG% 10-14FT,FGM 15-19FT,FGA 15-19FT,FG% 15-19FT,FGM 20-24FT,FGA 20-24FT,FG% 20-24FT,FGM 25-29FT,FGA 25-29FT,FG% 25-29FT
2018-19,17.6,28.6,61.7,2.7,6.8,39.0,1.7,3.9,42.5,0.9,2.0,45.1,6.1,16.9,36.4,10.0,28.2,35.5
2018-19,19.8,32.4,61.2,3.4,8.4,40.8,2.6,6.2,42.3,4.4,11.1,40.0,4.8,11.5,41.9,6.2,16.9,36.4
2018-19,19.8,33.8,58.6,4.0,9.5,42.1,3.5,8.2,42.3,3.2,7.9,40.6,4.6,12.0,38.1,6.2,15.8,39.4
2018-19,24.1,38.3,62.8,2.5,6.9,36.4,2.2,5.9,37.8,2.6,6.5,39.7,4.4,12.4,35.4,6.7,20.0,33.5
2018-19,17.2,28.3,60.7,4.4,10.7,41.6,2.7,7.3,37.4,2.5,6.4,39.0,5.1,14.1,36.5,5.9,17.1,34.2
2018-19,19.6,31.9,61.4,3.3,9.2,36.5,2.9,7.5,38.0,2.0,5.5,37.1,5.6,15.6,36.2,6.1,17.9,34.1
2018-19,23.2,35.8,64.8,2.3,6.4,36.0,2.1,4.9,42.8,1.9,4.7,40.3,4.5,11.8,37.8,9.3,27.1,34.5
2018-19,19.3,31.8,60.9,4.3,10.6,40.8,2.9,7.5,38.4,3.5,8.9,39.8,6.1,16.3,37.4,5.4,15.7,34.3
2018-19,22.5,35.6,63.1,4.9,11.7,41.5,3.4,7.4,45.5,2.0,5.6,35.7,4.6,13.4,34.6,6.3,18.1,34.6
2018-19,18.1,31.8,56.8,2.5,7.1,34.7,2.9,7.6,38.7,3.3,8.6,38.6,4.8,13.1,36.5,6.6,19.6,33.5
2018-19,21.5,35.5,60.4,3.3,8.7,38.1,3.0,7.7,39.1,2.8,7.7,36.4,6.1,16.3,37.1,5.9,17.4,34.1
2018-19,17.0,27.5,62.0,3.8,8.9,43.1,2.8,7.3,38.6,3.9,9.8,39.8,5.5,14.3,38.8,7.3,21.0,34.9
2018-19,19.8,31.1,63.8,3.6,8.7,41.0,3.2,7.9,40.6,3.0,7.5,40.1,4.4,11.5,38.2,7.5,21.0,35.6
2018-19,19.2,31.1,61.6,3.6,8.9,40.7,3.9,8.6,45.0,3.2,7.6,42.1,4.5,13.2,34.1,5.7,17.4,32.9
2018-19,20.5,34.6,59.4,2.8,7.3,39.1,3.0,6.7,44.4,3.9,8.3,46.5,5.3,14.8,35.9,6.5,18.0,35.9
2018-19,20.2,33.0,61.1,4.2,11.4,36.8,3.1,7.5,42.2,3.4,8.6,39.8,5.6,14.7,38.2,6.6,17.4,37.8
2018-19,14.9,23.5,63.2,5.2,11.2,46.4,5.2,11.6,44.7,5.4,12.9,42.2,5.3,12.6,42.2,6.2,16.1,38.8
2018-19,19.6,31.6,62.1,3.6,8.3,43.0,3.0,6.9,43.4,2.9,6.3,45.3,6.6,16.1,40.8,6.4,19.3,33.3
2018-19,21.0,33.3,62.9,2.5,7.1,35.7,2.2,5.5,39.6,1.9,4.2,44.4,7.5,19.9,37.6,5.3,15.6,34.2
2018-19,21.1,32.7,64.5,3.1,7.2,43.3,2.2,6.0,37.1,3.4,8.1,41.9,5.0,14.1,35.6,7.2,21.4,33.4
2019-20,19.6,31.5,62.2,3.6,8.9,40.3,3.0,7.7,38.4,1.9,4.7,40.1,4.1,12.3,33.6,7.9,23.5,33.8
2019-20,19.1,32.2,59.2,3.4,8.5,39.9,3.0,6.8,43.9,2.6,6.3,42.0,4.4,11.4,38.7,8.6,23.9,36.1
2019-20,21.2,35.9,59.0,2.3,6.7,35.0,1.9,5.3,35.4,1.4,3.3,42.3,5.6,16.1,34.8,7.5,22.0,33.9
2019-20,18.7,32.8,57.1,3.4,9.7,35.6,1.6,4.7,33.2,1.1,3.1,35.7,4.5,12.3,36.5,7.8,22.5,34.7
2019-20,20.7,35.5,58.3,3.1,8.1,37.9,1.8,4.5,40.0,1.4,3.8,35.3,5.3,14.4,36.8,7.3,21.7,33.7
2019-20,18.9,31.9,59.3,4.3,10.3,42.0,3.4,7.5,45.5,2.0,5.1,38.4,4.2,11.1,38.0,7.2,20.9,34.3
2019-20,17.6,26.8,65.8,3.6,9.7,37.2,2.5,6.2,40.3,2.0,4.6,43.0,6.0,14.7,41.0,9.5,26.7,35.5
2019-20,19.5,31.2,62.6,3.8,9.7,39.2,3.1,7.5,40.8,3.6,8.1,44.8,6.1,15.6,39.0,5.6,16.3,34.6
2019-20,19.5,32.6,59.9,3.8,10.0,38.2,2.0,5.4,36.4,1.7,4.0,41.2,5.5,13.9,39.3,6.8,19.2,35.6
2019-20,16.6,27.6,60.0,3.3,8.5,39.1,3.3,8.2,40.2,3.9,9.6,40.7,4.1,11.2,36.4,7.1,21.5,32.9
2019-20,20.4,32.7,62.4,2.4,6.5,36.1,1.3,3.3,37.9,1.3,3.1,42.4,5.7,15.0,38.0,9.9,29.2,33.7
2019-20,19.6,31.9,61.4,3.4,8.1,42.2,3.9,8.6,45.6,4.5,10.1,44.2,4.5,11.5,38.9,6.2,17.6,35.5
2019-20,18.8,30.8,61.1,3.9,9.2,42.0,3.3,7.6,43.1,2.9,7.1,40.6,5.5,14.2,39.0,7.1,20.2,35.3
2019-20,23.0,34.1,67.3,2.6,6.9,38.1,2.4,6.0,39.8,3.0,7.9,37.4,5.2,13.3,39.4,6.6,19.7,33.5
2019-20,20.0,32.4,61.8,5.6,12.7,43.9,3.6,8.3,43.7,1.9,4.5,42.1,4.7,12.6,37.1,6.8,19.9,34.5
2019-20,17.4,27.1,64.4,3.2,8.2,38.6,2.7,6.6,40.8,2.4,6.2,39.3,5.6,14.1,39.7,8.1,21.2,38.2
2019-20,20.5,31.3,65.5,3.1,8.0,38.6,3.0,6.3,46.6,2.6,5.6,46.0,4.8,11.9,40.2,9.6,27.7,34.5
2019-20,20.5,34.3,59.8,3.3,8.9,37.1,1.6,4.3,37.0,1.1,3.1,35.5,5.1,14.9,34.2,8.7,25.6,34.1
2019-20,21.0,33.8,61.9,2.7,7.6,35.6,2.3,5.9,39.3,2.0,5.5,36.4,6.4,16.3,39.3,8.2,22.5,36.3
2019-20,19.5,33.3,58.6,3.6,8.9,40.0,2.6,6.5,40.0,3.4,8.9,38.4,5.2,14.0,36.7,5.7,17.3,32.7
2019-20,17.6,28.3,62.2,3.5,8.8,39.6,4.0,8.8,46.1,3.9,8.2,47.6,4.4,11.8,37.5,6.7,18.6,36.1
2019-20,17.5,28.9,60.7,3.5,9.1,38.5,3.4,8.4,40.1,3.1,8.2,37.7,4.2,11.8,36.1,7.5,22.0,33.9
2019-20,18.3,29.1,62.8,4.0,9.5,42.7,3.1,8.1,38.5,3.2,7.5,41.8,4.3,11.1,38.8,7.9,22.1,35.6
2019-20,18.9,31.0,61.1,3.2,7.9,41.1,4.0,8.9,45.3,2.6,6.4,41.0,5.1,13.9,36.8,6.8,19.4,35.0
2019-20,17.6,29.8,58.9,3.0,7.5,39.8,3.9,8.8,44.4,3.9,8.7,44.9,5.9,14.9,39.5,6.8,19.0,36.0
2019-20,17.5,28.5,61.6,4.1,10.0,41.1,2.7,6.7,39.7,2.7,5.8,46.4,5.5,15.2,36.4,7.7,21.1,36.4
2019-20,15.4,24.7,62.3,4.5,9.9,45.4,4.9,10.9,44.7,5.3,12.0,44.6,5.5,13.7,40.3,6.4,18.0,35.8
2019-20,20.6,34.8,59.3,2.6,6.7,38.4,1.5,4.2,36.5,1.4,4.0,35.7,5.6,14.5,38.6,8.6,23.5,36.5
2019-20,17.8,28.3,62.8,4.4,10.7,41.2,2.7,6.3,42.8,1.6,3.7,43.9,6.8,16.6,40.6,6.8,18.2,37.2
2019-20,19.1,30.2,63.1,2.8,8.0,34.6,3.2,7.9,40.3,4.0,9.9,40.1,4.1,11.0,37.2,8.4,22.9,36.8
